Year_x,Month_x,Mean Temp.,Max.Temp.(Monthly Mean),Min.Temp.(Monthly Mean),Precip.,Mean Temp. Normal,Precip. Normal,SPI 3-Month,SPI 6-Month,SPI 12-Month,City,City_Lat,City_Lon,LAT_x,LON_x,WMO_WIND_x,WMO_PRES_x,Nature_Disturbance_x,Nature_Extratropical_x,Nature_Mixture(contradicting report from different agencies),Nature_Not reported,Nature_Tropical_x,Date,LAT_y,LON_y,WMO_WIND_y,WMO_PRES_y,Year_y,Month_y,Nature_Disturbance_y,Nature_Extratropical_y,Nature_Mixture_contradicting_report_from_different_agencies_,Nature_Not_reported,Nature_Tropical_y
2024.0,2.0, 8.0, 12.5, 4.1, 79, 6.1, 56.5,-0.35,-0.53,-0.17,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,3.0, 9.6, 14.8, 5.1, 189, 9.4, 116.0,1.17,-0.26,0.0,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,4.0, 17.1, 21.8, 13.1, 116, 14.3, 133.7,0.98,-0.11,0.1,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,5.0, 20.0, 24.8, 15.6, 202, 18.8, 139.7,1.24,0.79,0.27,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,6.0, 23.1, 27.7, 19.3, 350, 21.9, 167.8,1.67,1.87,0.26,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,7.0, 28.7, 33.5, 25.0, 207, 25.7, 156.2,2.02,2.08,0.85,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,8.0, 29.0, 33.6, 25.7, 381, 26.9, 154.7,2.42,2.53,1.58,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,9.0, 26.6, 30.9, 23.5, 112, 23.3, 224.9,1.08,1.89,1.23,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,10.0, 20.6, 24.5, 17.4, 175, 18.0, 234.8,0.64,1.88,1.5,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,11.0, 13.7, 17.8, 10.2, 82, 12.5, 96.3,-0.74,1.56,1.67,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,12.0, 8.1, 13.2, 3.8, 0, 7.7, 57.9,-0.49,0.58,1.6,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2024-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,1.0, 6.6, 11.6, 2.6, 26, 5.4, 59.7,-1.25,0.16,1.49,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2025-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,2.0, 6.5, 12.0, 1.9, 7, 6.1, 56.5,-2.79,-1.48,1.27,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2025-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,3.0, 10.7, 16.0, 6.2, 153, 9.4, 116.0,-0.52,-0.71,1.17,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2025-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,4.0, 15.6, 20.7, 11.2, 155, 14.3, 133.7,0.25,-0.67,1.28,tokyo,35.69,139.75,,,,,0.0,0.0,0.0,0.0,0.0,2025-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
,,[degC],[degC],[degC],[mm],[degC],[mm]),,,,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,5.0, 20.2, 24.5, 16.6, 246, 19.9, 133.7,1.29,1.0,-0.32,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,6.0, 24.4, 28.3, 21.5, 169, 23.3, 249.6,0.44,0.37,-0.22,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,7.0, 28.9, 32.9, 25.8, 537, 27.4, 299.1,1.08,1.11,1.0,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,8.0, 29.7, 33.9, 26.9, 164, 28.4, 210.0,0.58,0.93,0.73,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,9.0, 26.9, 30.7, 24.1, 105, 24.7, 175.1,0.67,0.72,0.37,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,10.0, 19.8, 24.3, 16.1, 23, 19.6, 94.5,-1.01,0.37,0.25,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,11.0, 15.1, 19.5, 11.2, 52, 14.2, 91.4,-1.79,-0.05,0.3,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,12.0, 9.9, 13.5, 6.8, 45, 9.1, 67.5,-1.65,0.21,0.32,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2023-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,1.0, 8.3, 11.6, 5.0, 81, 6.9, 74.4,-0.61,-1.15,0.3,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,2.0, 9.9, 13.3, 6.9, 168, 7.8, 69.8,1.29,-0.68,0.6,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,3.0, 11.5, 15.2, 8.6, 140, 10.8, 103.7,1.91,0.22,0.74,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,4.0, 17.6, 21.5, 14.5, 172, 15.4, 118.2,2.01,1.2,0.69,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,5.0, 20.2, 24.4, 16.3, 120, 19.9, 133.7,0.62,1.1,0.37,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,6.0, 23.9, 27.7, 20.9, 235, 23.3, 249.6,0.1,0.68,0.53,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,7.0, 29.9, 33.8, 27.1, 195, 27.4, 299.1,-0.47,0.24,-0.5,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,8.0, 30.5, 34.8, 27.7, 225, 28.4, 210.0,-0.15,0.04,-0.3,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,9.0, 28.8, 33.3, 25.3, 116, 24.7, 175.1,-0.35,-0.3,-0.24,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,10.0, 22.0, 25.7, 18.7, 140, 19.6, 94.5,0.21,-0.28,0.1,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,11.0, 15.7, 19.2, 12.8, 353, 14.2, 91.4,1.85,0.61,0.88,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,12.0, 9.1, 12.3, 6.0, 30, 9.1, 67.5,2.61,0.65,0.85,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2024-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,1.0, 6.8, 10.4, 3.8, 35, 6.9, 74.4,2.36,1.05,0.76,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2025-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,2.0, 5.7, 9.3, 2.6, 36, 7.8, 69.8,-2.16,1.0,0.42,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2025-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,3.0, 11.9, 16.2, 8.2, 124, 10.8, 103.7,-0.84,1.97,0.38,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2025-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,4.0, 16.2, 20.9, 12.1, 37, 15.4, 118.2,-1.5,0.84,0.0,fuku,33.57,130.37,,,,,0.0,0.0,0.0,0.0,0.0,2025-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
,,[degC],[degC],[degC],[mm],[degC],[mm]),,,,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,5.0, 13.8, 19.2, 9.4, 22, 13.0, 55.5,-1.73,-0.99,-0.76,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,6.0, 19.3, 24.2, 15.2, 134, 17.0, 60.4,0.7,-0.36,-0.3,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,7.0, 23.8, 27.8, 20.7, 62, 21.1, 90.7,0.34,-0.11,-0.31,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,8.0, 26.7, 30.9, 23.7, 70, 22.3, 126.8,-0.02,-0.74,-1.32,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,9.0, 21.5, 25.5, 17.9, 146, 18.6, 142.2,-0.59,-0.24,-0.92,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,10.0, 13.3, 17.9, 9.3, 89, 12.1, 109.9,-0.68,-0.47,-0.92,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,11.0, 6.7, 10.3, 2.9, 127, 5.2, 113.8,0.13,0.0,-0.57,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,12.0, -0.7, 2.2, -3.7, 47, -0.9, 114.5,-0.89,-1.04,-1.09,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2023-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,1.0, -1.8, 1.1, -4.9, 154, -3.2, 108.4,0.09,-0.57,-0.58,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,2.0, -1.9, 1.5, -5.1, 117, -2.7, 91.9,0.17,0.13,-0.53,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,3.0, 0.8, 4.2, -2.7, 68, 1.1, 77.6,0.89,-0.02,-0.29,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,4.0, 10.4, 15.7, 6.5, 35, 7.3, 54.6,-0.07,-0.03,-0.47,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,5.0, 14.2, 19.1, 9.8, 40, 13.0, 55.5,-1.09,-0.44,-0.36,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,6.0, 19.0, 23.9, 15.1, 38, 17.0, 60.4,-1.37,-0.08,-0.98,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,7.0, 23.3, 28.0, 20.1, 144, 21.1, 90.7,0.4,0.16,-0.44,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,8.0, 24.6, 28.4, 21.7, 103, 22.3, 126.8,0.18,-0.34,-0.19,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,9.0, 19.9, 24.5, 15.7, 75, 18.6, 142.2,-0.17,-0.74,-0.62,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,10.0, 13.8, 18.3, 9.0, 160, 12.1, 109.9,-0.35,-0.16,-0.2,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,11.0, 6.0, 9.6, 2.0, 134, 5.2, 113.8,0.2,0.19,-0.14,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,12.0, -1.9, 0.7, -4.6, 55, -0.9, 114.5,0.38,-0.01,-0.1,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2024-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,1.0, -1.2, 1.5, -3.8, 69, -3.2, 108.4,-1.04,-0.87,-0.67,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2025-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,2.0, -0.9, 2.4, -4.4, 118, -2.7, 91.9,-1.01,-0.48,-0.7,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2025-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,3.0, 2.0, 5.3, -1.3, 95, 1.1, 77.6,0.1,0.28,-0.5,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2025-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,4.0, 8.5, 13.0, 5.2, 110, 7.3, 54.6,1.39,0.31,-0.01,sapo,43.05,141.32,,,,,0.0,0.0,0.0,0.0,0.0,2025-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
,,[degC],[degC],[degC],[mm],[degC],[mm]),,,,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,5.0, 23.6, 25.7, 21.8, 209, 23.4, 151.9,1.23,1.56,1.38,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,6.0, 27.0, 29.4, 25.1, 90, 26.2, 111.8,1.14,0.78,1.48,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,7.0, 28.2, 31.3, 26.0, 36, 27.7, 79.5,0.04,0.77,1.04,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,8.0, 28.4, 30.8, 26.7, 251, 28.0, 123.3,0.52,1.23,1.53,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,9.0, 28.4, 31.1, 26.2, 55, 27.7, 144.2,0.18,0.91,1.09,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,10.0, 25.9, 28.4, 23.5, 235, 26.4, 141.7,0.99,0.62,1.16,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,11.0, 23.7, 26.1, 21.4, 100, 23.8, 136.1,-0.06,0.25,1.17,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,12.0, 20.9, 23.3, 18.4, 56, 20.6, 103.3,0.1,0.1,0.53,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2023-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,1.0, 18.5, 21.2, 15.6, 24, 18.5, 63.6,-1.19,0.18,0.6,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,2.0, 19.9, 22.0, 17.6, 71, 18.1, 51.6,-0.86,-0.48,0.51,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,3.0, 19.6, 22.0, 16.9, 25, 19.3, 75.8,-1.1,-0.33,0.42,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,4.0, 23.1, 25.6, 21.1, 28, 21.1, 113.3,-1.15,-1.73,-0.32,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,5.0, 25.0, 27.6, 23.2, 14, 23.4, 151.9,-2.77,-2.69,-1.08,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,6.0, 27.1, 29.4, 25.0, 156, 26.2, 111.8,-1.17,-1.6,-0.91,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,7.0, 29.2, 32.8, 26.7, 21, 27.7, 79.5,-1.0,-1.72,-0.92,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,8.0, 28.6, 31.1, 26.6, 185, 28.0, 123.3,0.43,-1.21,-1.26,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,9.0, 28.1, 30.6, 26.2, 138, 27.7, 144.2,0.2,-0.72,-0.82,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,10.0, 27.8, 30.1, 25.7, 84, 26.4, 141.7,0.23,-0.55,-1.5,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,11.0, 25.1, 27.3, 23.0, 144, 23.8, 136.1,-0.23,0.07,-1.45,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,12.0, 20.1, 22.5, 17.4, 146, 20.6, 103.3,-0.01,0.03,-0.99,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2024-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,1.0, 18.2, 20.4, 15.5, 111, 18.5, 63.6,0.71,0.57,-0.6,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2025-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,2.0, 17.3, 19.8, 14.3, 61, 18.1, 51.6,0.83,0.27,-0.64,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2025-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,3.0, 19.3, 22.2, 16.7, 39, 19.3, 75.8,0.21,0.07,-0.54,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2025-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2025.0,4.0, 20.6, 23.4, 18.0, 199, 21.1, 113.3,0.74,0.89,0.07,chichi,27.08,142.18,,,,,0.0,0.0,0.0,0.0,0.0,2025-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0
,,[degC],[degC],[degC],[mm],[degC],[mm]),,,,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,5.0, 24.3, 26.8, 22.3, 101, 24.2, 245.3,-0.68,-0.49,0.73,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,6.0, 27.2, 29.7, 25.7, 401, 27.2, 284.4,0.25,-0.3,0.54,naha,26.2,127.68,26.3,127.6,50.0,970.0,0.0,0.0,0.0,0.0,1.0,2023-06-01,26.3,127.6,50.0,970.0,2023.0,6.0,0.0,0.0,0.0,0.0,1.0
2023.0,7.0, 29.6, 32.8, 27.4, 92, 29.1, 188.1,-0.28,-0.39,0.32,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,8.0, 28.6, 31.4, 26.6, 739, 29.0, 240.0,1.75,1.02,1.53,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,9.0, 28.7, 31.8, 26.4, 205, 27.9, 275.2,1.36,1.09,1.1,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,10.0, 26.0, 28.8, 23.7, 81, 25.5, 179.2,1.43,0.75,0.88,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,11.0, 22.6, 25.2, 20.1, 57, 22.5, 119.1,-0.77,1.01,0.5,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2023.0,12.0, 19.7, 22.2, 17.2, 183, 19.0, 110.0,-0.38,0.95,0.41,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2023-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,1.0, 17.9, 20.7, 15.3, 43, 17.3, 101.6,-0.41,1.13,0.41,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,2.0, 19.8, 22.7, 17.8, 49, 17.5, 114.5,-0.41,-1.1,0.38,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0
2024.0,3.0, 19.5, 22.3, 17.2, 194, 19.1, 142.8,-0.66,-0.76,0.61,naha,26.2,127.68,,,,,0.0,0.0,0.0,0.0,0.0,2024-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0
